title,link,channel,views,time_published,snippet,verified_badge,extensions,file_path
$1500 HP Omen Gaming PC: Another HOT Pre-Built!,https://www.youtube.com/watch?v=K2Lz4dXgx8I,"{'channel_name': 'Dawid Does Tech Stuff', 'channel_link': 'https://www.youtube.com/c/DawidDoesTechStuff'}",693K views,9 months ago,"I bought an HP Omen Gaming PC for review, and it turned out to be another hot OEM gaming PC. The Omen Spec in this video: ...",True,4K,26_05_2022-03_07_37-opus technology-partho.csv
Magnum Opus,https://www.youtube.com/watch?v=Epdi8TsPAFg,"{'channel_name': 'Corrupt0ne', 'channel_link': 'https://www.youtube.com/user/Corrupt0ne'}",16 views,9 years ago,It's a type of gun.,,,26_05_2022-03_07_37-opus technology-partho.csv
magnum opus,https://www.youtube.com/watch?v=D2kNXD_TLaU,"{'channel_name': 'Smiley Spike', 'channel_link': 'https://www.youtube.com/channel/UC8kallNeXdsw1S-oInQbQiw'}",4 views,2 months ago,God I just love the taste of jusixy jusy hot dog sausage mmmm yes so so so tasty daddy :),,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger,https://www.youtube.com/watch?v=RfVI-_47N9k,"{'channel_name': 'Niver Evert', 'channel_link': 'https://www.youtube.com/channel/UCMqonjoEbl4fQl5v2ZN1b8w'}",1 view,3 years ago,Buy now: https://www.gearbest.com/chargers/pp_174044.html?lkid=14098366.,,,26_05_2022-03_07_37-opus technology-partho.csv
Oppo F21 Pro Unboxing | Phone Main Microscope !!,https://www.youtube.com/watch?v=B6QlLf2H7U0,"{'channel_name': 'VideoWaliSarkar', 'channel_link': 'https://www.youtube.com/c/VideoWaliSarkar1'}",615K views,1 month ago,In this video we are going to unbox and take a quick look at the latest Oppo F21 Pro this phone comes with snapdragon 680 as ...,True,4K,26_05_2022-03_07_37-opus technology-partho.csv
Razer Opus - The Perfect Wireless Headphone !!,https://www.youtube.com/watch?v=Ak_VQjP4lAc,"{'channel_name': 'Techtacle', 'channel_link': 'https://www.youtube.com/c/Techtacle'}",412 views,2 years ago,"Toh Public, Razer ne apna aur ekk Wireless headphone launch kar diya hai, jo hai Razer opus, toh iss video mein hum baat ...",,,26_05_2022-03_07_37-opus technology-partho.csv
BLUETTI EB55 -vs- OUPES 600W (Portable Power Station Comparison),https://www.youtube.com/watch?v=7hwGgMG2yWo,"{'channel_name': 'William Shaker', 'channel_link': 'https://www.youtube.com/c/WilliamShakerVanLife'}",507 views,2 days ago,Portable power stations such as the BLUETTI and the OUPES brands have become very popular in recent years. The price of ...,,New,26_05_2022-03_07_37-opus technology-partho.csv
Havells Opus Fan Inspired by nature,https://www.youtube.com/watch?v=V0BYuxncMMY,"{'channel_name': 'Ankur Electrical', 'channel_link': 'https://www.youtube.com/channel/UC8ElOY09GTVTx7-SLAade2Q'}",251 views,3 years ago,Opus 1100 mm sweep Brushed Nickel Compact India's first folding ceiling fan Finish Brushed nickel finish with 8 transparent ...,,,26_05_2022-03_07_37-opus technology-partho.csv
music gear development board - opus max board,https://www.youtube.com/watch?v=6G4gKaqHY_g,"{'channel_name': 'DSC - DIGITAL SOUND CHIPS', 'channel_link': 'https://www.youtube.com/channel/UCkaJntS7IUYH7FbElOd9rCQ'}",112 views,1 year ago,It will come with a profession grade synthesizer and audio effects unit to loop sounds through the board externally. And with ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger,https://www.youtube.com/watch?v=Iq4pS5MobYw,"{'channel_name': 'Niver Evert', 'channel_link': 'https://www.youtube.com/channel/UCMqonjoEbl4fQl5v2ZN1b8w'}",2 views,3 years ago,Buy now: https://www.gearbest.com/chargers/pp_174044.html?lkid=14098366.,,,26_05_2022-03_07_37-opus technology-partho.csv
Nissan x OPUS concept camper uses second-life EV batteries to power ‘off-grid’ adventures,https://www.youtube.com/watch?v=jZMLxLhaYKI,"{'channel_name': 'Cornwall NISSAN', 'channel_link': 'https://www.youtube.com/c/CornwallNISSAN'}",209 views,3 years ago,Nissan Energy and OPUS Campers have collaborated on a smart camping concept that uses second-life Nissan electric vehicle ...,,,26_05_2022-03_07_37-opus technology-partho.csv
What is Digital Asset Management (DAM)?,https://www.youtube.com/watch?v=8azP1ynLFgo,"{'channel_name': 'Brandfolder', 'channel_link': 'https://www.youtube.com/c/Brandfolder'}",133K views,8 months ago,"Transcription: I think you want this one, although, this one honestly looks pretty compelling. DAM. It's shorthand for Digital Asset ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Air from Semper Specialty Films,https://www.youtube.com/watch?v=fun5ISvKl0c,"{'channel_name': 'Semper Specialty Films', 'channel_link': 'https://www.youtube.com/channel/UCAE8OnOtAE_XTeLSUwU1wMQ'}",61 views,5 years ago,Green Light's Opus Air is available from Semper Specialty Films!,,,26_05_2022-03_07_37-opus technology-partho.csv
"""OPUS #33 - 7 Psychological Mouvements to Heaven"", MVT #5",https://www.youtube.com/watch?v=__PX-Qf5BPM,"{'channel_name': 'Mazas777', 'channel_link': 'https://www.youtube.com/user/Mazas777'}",12 views,6 years ago,"How did she said that again... ""- We come up with a question of our own somehow, irrelevant really, but it is the process of ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Transmissor FM 50 Watts OPUS 50W (Nova Linha 2021),https://www.youtube.com/watch?v=XN0MFsI5TZ0,"{'channel_name': 'Opus Technology', 'channel_link': 'https://www.youtube.com/c/OpusTechnology'}",4.8K views,1 year ago,PARA MAIS INFORMAÇÕES: WHATSAPP 16-99463-8280 OU 19-98445-1001. EMAIL tailer@opustec.com.br Entre em contato ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Testo 55x - New Refrigeration Technology | Opus T,https://www.youtube.com/watch?v=9QIBhhz9RT4,"{'channel_name': 'OPUS T SDN BHD', 'channel_link': 'https://www.youtube.com/channel/UCTEbL_gHtT1TGj9pkH5Tkzw'}",101 views,1 year ago,Everything at a glance. In your hand. New refrigeration technology from Testo. Contact us for more info : www.opustmy.com ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Building Futures OPUS Submission,https://www.youtube.com/watch?v=rNjC7geH1Oo,"{'channel_name': 'Building Futures Design & Build Workshop', 'channel_link': 'https://www.youtube.com/channel/UCOTGChA65faFspOCis1e7Qw'}",17 views,5 months ago,"Building Futures is a design and build workshop, located in the Old North neighborhood of St. Louis. There is no comparable ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Directory Opus | Software Review Episode 12 | SINHALA,https://www.youtube.com/watch?v=-BnpK3_ItO8,"{'channel_name': 'Tech Lanka', 'channel_link': 'https://www.youtube.com/c/TechLankayoutub'}",233 views,1 year ago,Today I'm going to show you how to use directory opus software. this is 12th video in software review video series. So if you want ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Time Lapse: Bosch Automotive Service Solutions Build-to-Suit Q4 2020 Construction Update,https://www.youtube.com/watch?v=zRZ0_PsoAcQ,"{'channel_name': 'The Opus Group®', 'channel_link': 'https://www.youtube.com/c/Opus-group'}",28 views,1 year ago,Bosch Automotive Service Solutions sees growth on the horizon and high demand for its products and services. So they chose us ...,,,26_05_2022-03_07_37-opus technology-partho.csv
2nd International Conference on Advanced Computing and Communication Technology (ICACCT'22 ),https://www.youtube.com/watch?v=wQPj3dWBW7Q,"{'channel_name': 'IFERP Connecting Engineers', 'channel_link': 'https://www.youtube.com/channel/UCgQ7q9Buxj5jwb5dD3ETa7g'}",104 views,Streamed 5 days ago,,,New,26_05_2022-03_07_37-opus technology-partho.csv
How do solar panels work? - Richard Komp,https://www.youtube.com/watch?v=xKxrkht7CpY,"{'channel_name': 'TED-Ed', 'channel_link': 'https://www.youtube.com/teded'}",5.7M views,6 years ago,The Earth intercepts a lot of solar power: 173000 terawatts. That's 10000 times more power than the planet's population uses.,True,CC,26_05_2022-03_07_37-opus technology-partho.csv
OPUS BT-C100 Digital LCD Intelligent Battery Charger for LiFePO4 Ni-MH NiCd with EU/US Plug,https://www.youtube.com/watch?v=wOBybih-dYo,"{'channel_name': 'DimitrisMitsis', 'channel_link': 'https://www.youtube.com/user/DimitrisMitsis'}",9 views,4 years ago,Buy now: ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger from GEARBEST,https://www.youtube.com/watch?v=0kknf9smrBg,"{'channel_name': 'Canero Almeida', 'channel_link': 'https://www.youtube.com/channel/UCeTJmaXtwdkGOt-zWpV7-kA'}",4 views,3 years ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
"Opus EI-08-96 Display Unit Repairs @ Advanced Micro Services Pvt.Ltd,Bangalore,India",https://www.youtube.com/watch?v=-sceRNsDl4E,"{'channel_name': 'Advanced Micro Services Pvt Ltd - Repair, Replacement & Retrofit Services provider for CNC and Industrial Control Systems', 'channel_link': 'https://www.youtube.com/c/AMSPLBLR'}",14 views,6 years ago,"Exclusive Repairs @ Advanced Micro Services Pvt,Ltd,www.amsindia.net, Contact Person:MalateshPatil,+919900565861 ...",,,26_05_2022-03_07_37-opus technology-partho.csv
How Opus Consulting is driving Digital Transformation in the Payments Industry.,https://www.youtube.com/watch?v=zREqdM5DD-o,"{'channel_name': 'Opus Consulting Solutions', 'channel_link': 'https://www.youtube.com/channel/UC4PlgBoht0r5GiMM78VD40A'}",746 views,3 years ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Volutracer OPUS exhibition at the ISUOG 29th World Congress on Ultrasound in Obstetrics and Gynecolo,https://www.youtube.com/watch?v=_7N-NGsPuxM,"{'channel_name': 'Volutracer OPUS', 'channel_link': 'https://www.youtube.com/channel/UCJGnFnbJQBdCYWfyJPEmFuQ'}",88 views,2 years ago,"Volutracer OPUS has had an outstanding participation, both academically and commercially, during the 2019 ISUOG World ...",,,26_05_2022-03_07_37-opus technology-partho.csv
"Telefunken Opus 7 -- Operating on AM, SW, FM and iPod",https://www.youtube.com/watch?v=eR3WkXdf6uI,"{'channel_name': 'atwaterkent911', 'channel_link': 'https://www.youtube.com/user/atwaterkent911'}",1.5K views,5 years ago,"Telefunken Opus 7 -- Operating on AM, SW, FM and iPod.",,,26_05_2022-03_07_37-opus technology-partho.csv
OPUS OPLite - Our lightest camper trailer yet!,https://www.youtube.com/watch?v=ZApYPX7g_yo,"{'channel_name': 'OPUS Campers Australia', 'channel_link': 'https://www.youtube.com/channel/UChPoYth-MhdHiSEvxhTBnRg'}",7.8K views,1 year ago,"The OP Lite comes with standard Air OPUS technology that inflates at the touch of a button, tough 4WD capability so you can take ...",,,26_05_2022-03_07_37-opus technology-partho.csv
OPUS,https://www.youtube.com/watch?v=M-8I3e-DXaM,"{'channel_name': 'opuszoo', 'channel_link': 'https://www.youtube.com/user/opuszoo'}",17K views,13 years ago,Jak przygotować fotoksiążkę wire - film instruktażowy.,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus 4 Studios: Dr. Sean E. Olive: Headphone Perception/Measurement - 9.18.14 Part 2,https://www.youtube.com/watch?v=tY7Am233rkw,"{'channel_name': 'opus4', 'channel_link': 'https://www.youtube.com/c/opus4'}",1.1K views,7 years ago,"720p or 1080p viewing recommended. Part 2: ""The Perception and Measurement of Headphone Sound Quality: Do Listeners ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Crazy Hoppers के इस Patriotic Act को मिला Judges से Salute | India's Got Talent Season 8 | Dance Act,https://www.youtube.com/watch?v=br1gr7-uk5k,"{'channel_name': 'SET India', 'channel_link': 'https://www.youtube.com/c/setindia'}",1.6M views,3 months ago,"We bring you the best clips of the biggest reality show, India's Got Talent all under one roof! So sit back and enjoy the show!",True,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger,https://www.youtube.com/watch?v=BJOTL3rPSbk,"{'channel_name': 'Niver Evert', 'channel_link': 'https://www.youtube.com/channel/UCMqonjoEbl4fQl5v2ZN1b8w'}",1 view,3 years ago,Buy now: https://www.gearbest.com/chargers/pp_174044.html?lkid=14098366.,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Earth No 4: Big Cats,https://www.youtube.com/watch?v=78UF0KRlgJY,"{'channel_name': 'Mike Rosen', 'channel_link': 'https://www.youtube.com/channel/UCL1R8MFeTMM4JF_5rWeb1Yw'}",No views,4 months ago,Sharon and I have had the good fortune to spend time with a great many critters in our travels. About 1 out of every 3 homes in this ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger,https://www.youtube.com/watch?v=qgPeD__o4CA,"{'channel_name': 'Niver Evert', 'channel_link': 'https://www.youtube.com/channel/UCMqonjoEbl4fQl5v2ZN1b8w'}",1 view,3 years ago,Buy now: https://www.gearbest.com/chargers/pp_174044.html?lkid=14098366.,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger,https://www.youtube.com/watch?v=aLQnlo2hpG4,"{'channel_name': 'Niver Evert', 'channel_link': 'https://www.youtube.com/channel/UCMqonjoEbl4fQl5v2ZN1b8w'}",No views,3 years ago,Buy now: https://www.gearbest.com/chargers/pp_174044.html?lkid=14098366.,,,26_05_2022-03_07_37-opus technology-partho.csv
Steve Jobs' 2005 Stanford Commencement Address,https://www.youtube.com/watch?v=UF8uR6Z6KLc,"{'channel_name': 'Stanford', 'channel_link': 'https://www.youtube.com/c/stanford'}",40M views,14 years ago,"Drawing from some of the most pivotal points in his life, Steve Jobs, chief executive officer and co-founder of Apple Computer and ...",,CC,26_05_2022-03_07_37-opus technology-partho.csv
Amazing Chocolate Factory Workers & Machines on Another Level,https://www.youtube.com/watch?v=4NxZZ_15CNw,"{'channel_name': 'Quantum Tech HD', 'channel_link': 'https://www.youtube.com/c/QuantumTech'}",9M views,2 years ago,INSTAGRAM ;) https://www.instagram.com/quantumtechhd/ -_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_- CHOCOLAT ...,True,,26_05_2022-03_07_37-opus technology-partho.csv
The Brothers Behind the Creation of Opus Coffee | WHOA GNV Podcast,https://www.youtube.com/watch?v=jvnMa-gUWjw,"{'channel_name': 'Collin Austin', 'channel_link': 'https://www.youtube.com/c/CollinAustinTV'}",122 views,3 years ago,"In Episode 19 of the WHOA GNV Podcast, the Larson Brothers, Tim and Bret Larson of Opus Coffee, join us for an awesome talk ...",,CC,26_05_2022-03_07_37-opus technology-partho.csv
Charger OPUS BT-C3100 defect on the right side of the screen,https://www.youtube.com/watch?v=sYS4OIXnGyM,"{'channel_name': 'Steand S', 'channel_link': 'https://www.youtube.com/channel/UCAQ5WNxAqdyEr3iyj0jrQgA'}",9 views,1 year ago,Charger OPUS BT-C3100 Defect on the right side of the screen. What is shown doesn't make sense.,,,26_05_2022-03_07_37-opus technology-partho.csv
Girls in ICT,https://www.youtube.com/watch?v=IsxPyYCyyhk,"{'channel_name': 'UNDP Bangladesh', 'channel_link': 'https://www.youtube.com/user/UNDPBangladesh'}",24 views,4 weeks ago,"Women's Access and Safety to technology are not interchangeable we need both for a better future, UNDP is working with ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Opus defective,https://www.youtube.com/shorts/UqtjN2U5Ra8,"{'channel_name': 'hogg', 'channel_link': 'https://www.youtube.com/user/nodoubt46able'}",36 views,4 years ago,,,4K,26_05_2022-03_07_37-opus technology-partho.csv
Trent. New PB 175mph Opus,https://www.youtube.com/watch?v=iju4l88Ag6A,"{'channel_name': 'Mark Robbins', 'channel_link': 'https://www.youtube.com/user/dixielandsbigal'}",136 views,2 years ago,King of the hil 9/19/19.,,,26_05_2022-03_07_37-opus technology-partho.csv
Camille Saint-Saëns - Danse Macabre,https://www.youtube.com/watch?v=YyknBTm_YyM,"{'channel_name': 'DistantMirrors', 'channel_link': 'https://www.youtube.com/c/DistantMirrors'}",68M views,10 years ago,Danse Macabre (first performed in 1875) is the name of opus 40 by French composer Camille Saint-Saëns. The composition is ...,,,26_05_2022-03_07_37-opus technology-partho.csv
CLIENTE OPUS TRANSMISSORES (DEPOIMENTOS),https://www.youtube.com/watch?v=tFjucAKQzBY,"{'channel_name': 'Opus Technology', 'channel_link': 'https://www.youtube.com/c/OpusTechnology'}",2.3K views,4 years ago,Uma breve apresentação feita por dois de nossos clientes que compraram nossos equipamentos OPUS e deixaram um ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Intel Optane Technology Use Case: VAST Data at DUG,https://www.youtube.com/watch?v=epCd5GOqX1A,"{'channel_name': 'Tech Field Day', 'channel_link': 'https://www.youtube.com/c/Techfieldday'}",338 views,1 year ago,"HPC-as-a-Service provider DUG wanted to build a resilient and adaptive storage environment to expand into new verticals, ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger,https://www.youtube.com/watch?v=n6D3UeB4G3o,"{'channel_name': 'Niver Evert', 'channel_link': 'https://www.youtube.com/channel/UCMqonjoEbl4fQl5v2ZN1b8w'}",1 view,3 years ago,Buy now: https://www.gearbest.com/chargers/pp_174044.html?lkid=14098366.,,,26_05_2022-03_07_37-opus technology-partho.csv
My Magnum F#&@ing Opus,https://www.youtube.com/watch?v=ge27NIYU6kA,"{'channel_name': 'Jon Shanahan', 'channel_link': 'https://www.youtube.com/c/JonShanahan'}",546 views,Streamed 2 years ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
"Building a cleantech company in a capital-constrained world | Etosha Cave, Opus 12 | Energy Seminar",https://www.youtube.com/watch?v=czFWqzc3O2Q,"{'channel_name': 'Stanford ENERGY', 'channel_link': 'https://www.youtube.com/user/PrecourtInstitute'}",1.1K views,1 year ago,Opus 12 is an emerging energy startup created by three Stanford alumni with an unconventional path to raising funds for the ...,,,26_05_2022-03_07_37-opus technology-partho.csv
#Motorcycle Helmet Wireless Bluetooth Headset #beLINK #OPUS #Advanced H02i PP02i Long,https://www.youtube.com/watch?v=hUoZKPv9JT0,"{'channel_name': 'MY C', 'channel_link': 'https://www.youtube.com/channel/UCmuiUKQ1e9qTDNNNp1eMwqw'}",215 views,11 months ago,,,,26_05_2022-03_07_37-opus technology-partho.csv
Magnum Opus,https://www.youtube.com/watch?v=YnMN0w_fcK0,"{'channel_name': 'bigjoe223', 'channel_link': 'https://www.youtube.com/user/bigjoe223'}",5 views,13 years ago,School Project.,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Business - Multipurpose Business WordPress Theme Milton Ing,https://www.youtube.com/watch?v=nnwEmggt5-Y,"{'channel_name': 'Takikawa Sofia', 'channel_link': 'https://www.youtube.com/channel/UCkA_Jg2Ip_B1TIvv5Zdxstg'}",9 views,2 years ago,Overview features : Last Update 6 December 18 Created 19 August 14 Gutenberg Optimized No High Resolution Yes Widget ...,,,26_05_2022-03_07_37-opus technology-partho.csv
"Opus 29 - the why, how and what - Aug 2018",https://www.youtube.com/watch?v=SIqHOBAAey0,"{'channel_name': 'Jane Booth', 'channel_link': 'https://www.youtube.com/user/opus29jane'}",130 views,3 years ago,"A short insight into the values, beliefs and drivers behind Opus 29.",,,26_05_2022-03_07_37-opus technology-partho.csv
Copy of Catapiller Crawl to Butterfly Kisses to Magnum Opus,https://www.youtube.com/watch?v=76ivcjeM-Hs,"{'channel_name': 'Daniel Paden', 'channel_link': 'https://www.youtube.com/c/ReligiousOutlaw'}",6 views,6 years ago,Cheyenne Paden from baby to girl to woman.,,,26_05_2022-03_07_37-opus technology-partho.csv
Transmissor FM 100 Watts OPUS 100W (Nova Linha),https://www.youtube.com/watch?v=Ad14p7t-8J4,"{'channel_name': 'Opus Technology', 'channel_link': 'https://www.youtube.com/c/OpusTechnology'}",1.5K views,9 months ago,PARA MAIS INFORMAÇÕES: WHATSAPP 16-99463-8280 OU 19-98445-1001. EMAIL tailer@opustec.com.br ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Dismantling Laptop Batteries for 18650's + Testing with OPUS BT-C3100 Charger,https://www.youtube.com/watch?v=8KHf-syNUsQ,"{'channel_name': 'Stefan Stoové', 'channel_link': 'https://www.youtube.com/channel/UCbzgdXb4C-PATSCjARytMzw'}",587 views,3 years ago,A short video on how I process and collect 18650 lithium ion (li-ion) batteries for use in other projects such as for an electric bike ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Styx - Mr. Roboto (Official Video),https://www.youtube.com/watch?v=uc6f_2nPSX8,"{'channel_name': 'STYX', 'channel_link': 'https://www.youtube.com/channel/UCsxlF68A6nRUYC9xnt6vHdQ'}",26M views,4 years ago,Music video by Styx performing Mr. Roboto. (C) 1983 A&M Records Best of Styx: https://goo.gl/n2JFbN Subscribe here: ...,True,CC,26_05_2022-03_07_37-opus technology-partho.csv
International Financial Management | Practical Questions - 9 | Unacademy CA Final | Ajay Agarwal,https://www.youtube.com/watch?v=4WEHPaHJjig,"{'channel_name': 'Unacademy CA Final', 'channel_link': 'https://www.youtube.com/channel/UCsnDgWtZdAZfUervHtX-U8A'}",7.9K views,Streamed 1 year ago,CA | Chartered Accountant | Unacademy | Unacademy CA | CA Foundation | CA Intermediate | CA Final | Unacademy CA ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger,https://www.youtube.com/watch?v=JLugTSGyP9Y,"{'channel_name': 'Niver Evert', 'channel_link': 'https://www.youtube.com/channel/UCMqonjoEbl4fQl5v2ZN1b8w'}",2 views,3 years ago,Buy now: https://www.gearbest.com/chargers/pp_174044.html?lkid=14098366.,,,26_05_2022-03_07_37-opus technology-partho.csv
Instalação do Transmissor de FM OPUS 2000W em Emissora,https://www.youtube.com/watch?v=FgqB036_cKs,"{'channel_name': 'Opus Technology', 'channel_link': 'https://www.youtube.com/c/OpusTechnology'}",8.6K views,6 years ago,Transmissor de FM da Opus Tecnologia de 2000 Watts operando em nova emissora do interior de São Paulo. Interessados: ...,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Blog vLog 1,https://www.youtube.com/watch?v=vftiMGlQegQ,"{'channel_name': 'decil', 'channel_link': 'https://www.youtube.com/c/decilgang'}",17 views,2 years ago,If you could spare some coin: https://www.patreon.com/decilgang My Discord Server: https://discord.gg/XAMY6zQ.,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger,https://www.youtube.com/watch?v=Qvgbqkv0qJ8,"{'channel_name': 'Niver Evert', 'channel_link': 'https://www.youtube.com/channel/UCMqonjoEbl4fQl5v2ZN1b8w'}",2 views,3 years ago,Buy now: https://www.gearbest.com/chargers/pp_174044.html?lkid=14098366.,,,26_05_2022-03_07_37-opus technology-partho.csv
2022 Mercedes BRABUS S - Brutal Luxury Ship in detail,https://www.youtube.com/watch?v=DgqguSG9ZB4,"{'channel_name': 'RoCars', 'channel_link': 'https://www.youtube.com/c/RoCarsTV'}",3.3M views,3 months ago,"Mercedes Brabus S B50-500 - Sound, Interior and Exterior Special thanks to PremiumFelgi: ...",True,4K,26_05_2022-03_07_37-opus technology-partho.csv
My philosophy for a happy life | Sam Berns | TEDxMidAtlantic,https://www.youtube.com/watch?v=36m1o-tM05g,"{'channel_name': 'TEDx Talks', 'channel_link': 'https://www.youtube.com/user/TEDxTalks'}",48M views,8 years ago,"Just before his passing on January 10, 2014, Sam Berns was a Junior at Foxboro High School in Foxboro, Massachusetts, where ...",True,CC,26_05_2022-03_07_37-opus technology-partho.csv
Everything You Need To Know About The Crypto Meltdown,https://www.youtube.com/watch?v=ebjuBszt_9Q,"{'channel_name': 'The Financial Diet', 'channel_link': 'https://www.youtube.com/c/thefinancialdiet'}",40K views,2 days ago,"Chelsea speaks with software engineer and cryptocurrency writer Stephen Diehl about the current crypto crash we're seeing, and ...",True,New,26_05_2022-03_07_37-opus technology-partho.csv
I'm Impressed For Only $80! - Logitech G435,https://www.youtube.com/watch?v=xnThrTIVV_w,"{'channel_name': 'ShortCircuit', 'channel_link': 'https://www.youtube.com/c/ShortCircuit'}",415K views,8 months ago,Logitech might have a real winner here at the budget tier of gaming headsets with the G435. They might look like something you ...,True,4K,26_05_2022-03_07_37-opus technology-partho.csv
Magnum Opus (Things I Got Wrong at Trivia #52),https://www.youtube.com/watch?v=5e3DL3BopFs,"{'channel_name': 'Things I Got Wrong', 'channel_link': 'https://www.youtube.com/channel/UCQqdBUjqQjcfv0b4Qm-sXaA'}",3 views,1 year ago,"On this episode, it's just the three of us! Rachel talks about her recent trivia hosting experience and we talk a bit about question ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Edmar using OPUS GLOVES,https://www.youtube.com/watch?v=DjLkgHol2II,"{'channel_name': 'S8Tattoo', 'channel_link': 'https://www.youtube.com/channel/UCw-CcP75qhrNZxJ5y0NeAFQ'}",9 views,4 years ago,"Features: Slip-resistant technology Textured finger tips Reduces hand fatigue Allow for easy movement of fingers and hand Soft, ...",,,26_05_2022-03_07_37-opus technology-partho.csv
IGORRR - VERY NOISE,https://www.youtube.com/watch?v=Osqf4oIK0E8,"{'channel_name': 'Igorrr', 'channel_link': 'https://www.youtube.com/channel/UC_3P0PpZrIhXLtV8kwsaC9Q'}",7.2M views,2 years ago,"Very Noise is the track number 3 from the album Spirituality and Distortion from Igorrr, released in March 27th 2020 on Metal ...",True,,26_05_2022-03_07_37-opus technology-partho.csv
Unboxing: Razr Opus X Bluetooth headphones,https://www.youtube.com/watch?v=17C6AQpBoNA,"{'channel_name': 'CDI Channel', 'channel_link': 'https://www.youtube.com/c/ChristopherDanIgarta'}",2 views,5 months ago,Want to be an Affiliate Marketer? Register here Affiliate link https://invol.co/cla7zcx Deals (PH) CPUC - Shopple ...,,,26_05_2022-03_07_37-opus technology-partho.csv
"MAGNUM OPUS,THE DESIGN AND ART SOLUTION PORTFOLIO 2",https://www.youtube.com/watch?v=tPQvOZdKn44,"{'channel_name': 'Magnum Opus,The Design and Art Solution by Rati', 'channel_link': 'https://www.youtube.com/channel/UC6Qsw1sP_QW_liB4cuf7Ecw'}",57 views,1 year ago,GLIMPSE OF OUR FASHION DESIGN AND ART STUDIO.,,,26_05_2022-03_07_37-opus technology-partho.csv
Opus Designs by Hooker Furniture Kendall Media Chest,https://www.youtube.com/watch?v=8dhVKsddMKY,"{'channel_name': 'FurnitureCratecom', 'channel_link': 'https://www.youtube.com/user/FurnitureCratecom'}",154 views,11 years ago,http://www.furniturecrate.com/hooker-opus-designs-kendall-media-chest.html The beauty of the Kendall media chest offers urban ...,,,26_05_2022-03_07_37-opus technology-partho.csv
"""OPUS #33 - 7 Psychological Mouvements to Heaven"" MVT #1",https://www.youtube.com/watch?v=KoRMk-vdtaY,"{'channel_name': 'Mazas777', 'channel_link': 'https://www.youtube.com/user/Mazas777'}",49 views,6 years ago,"The Mouvement # 1 is called: ""Satisfy the body Needs"" in D#, for grand piano Mouvement #1 is dedicated to birth and the early ...",,,26_05_2022-03_07_37-opus technology-partho.csv
Opus BT - C3100 V2.2 Smart Battery Charger,https://www.youtube.com/watch?v=DFBPoqFFOjE,"{'channel_name': 'Niver Evert', 'channel_link': 'https://www.youtube.com/channel/UCMqonjoEbl4fQl5v2ZN1b8w'}",1 view,3 years ago,Buy now: https://www.gearbest.com/chargers/pp_174044.html?lkid=14098366.,,,26_05_2022-03_07_37-opus technology-partho.csv
"McDonald's Data Hack, Anker Soundcore, Samsung Unpack Event, Razer Opus X, Apple ipad Mini 6 #15",https://www.youtube.com/watch?v=VrvWt4b6awY,"{'channel_name': 'Tech Zone News', 'channel_link': 'https://www.youtube.com/channel/UChBzMexnY44tmNwpMXp9KYg'}",2 views,11 months ago,"Hello Friend, Welcome to our channel Tech Zone News McDonald's Data Hack, Anker Soundcore, Samsung Unpack Event, ...",,,26_05_2022-03_07_37-opus technology-partho.csv
